ID,Price
98818,189324.19289750548
98819,196316.70344830194
98820,169340.11249270674
98821,246201.44569158964
98822,183305.9360389129
98823,181491.83030410038
98824,214349.08470276208
98825,195498.58403895982
98826,139673.97201271902
98827,237792.55322914018
98828,229712.042457359
98829,362923.80026676937
98830,220799.39553295815
98831,309302.5225169918
98832,187667.8658336723
98833,407960.4035033486
98834,126586.36953617015
98835,230894.71383792133
98836,336411.3784414459
98837,215677.3597871546
98838,375502.3195569614
98839,220584.8979456565
98840,225156.94133882364
98841,213948.80289380468
98842,187318.58911469634
98843,152780.76713968115
98844,209983.7742038315
98845,167571.64760943677
98846,164388.6672138442
98847,188160.09362695535
98848,212340.85995988952
98849,379008.98686241894
98850,242156.33908984586
98851,397524.7027289226
98852,269871.5242083795
98853,194735.1862519068
98854,156180.9123502982
98855,225130.99544475903
98856,180076.74714418748
98857,171655.78433542373
98858,216253.13265361695
98859,306630.97744909
98860,369380.20044065925
98861,210688.22648470494
98862,128925.13489742213
98863,260372.9474246814
98864,241714.98563888145
98865,379388.6969452986
98866,193717.63922405374
98867,166816.91222417046
98868,151979.7851642386
98869,197892.04751172176
98870,216773.86175323406
98871,372220.84970522445
98872,208257.9157950636
98873,216066.07075037292
98874,142698.41857124172
98875,197960.1532829363
98876,298008.42000951135
98877,205380.04689378687
98878,226204.63314484438
98879,238592.41320421372
98880,164140.2956637001
98881,202576.27337422216
98882,407772.40806589136
98883,225829.1968419464
98884,331360.1847884237
98885,235320.23451645486
98886,207779.35171411146
98887,161079.9476445152
98888,195912.83260425675
98889,220443.58353104925
98890,176391.30551795833
98891,191712.67424844002
98892,208506.10125338496
98893,187476.58131589333
98894,387247.4237753224
98895,215138.74307819697
98896,275569.2984793317
98897,207137.57995799382
98898,379867.6654351221
98899,265528.6862193627
98900,209493.00474035443
98901,148941.91967221367
98902,154464.06542041613
98903,248051.72002320157
98904,189197.9108124156
98905,184141.69051715377
98906,218876.54414648563
98907,162470.3222246311
98908,221622.42042188183
98909,199365.8368042275
98910,201104.9665290428
98911,212307.1424651362
98912,178341.0079254225
98913,215274.48544059158
98914,228566.7133378868
98915,196111.26473006624
98916,157315.4180884968
98917,165852.09256967143
98918,317705.98448279116
98919,174064.98239565137
98920,161240.5384778283
98921,132866.30559340335
98922,189201.90050211252
98923,204903.45109360619
98924,175340.79912743156
98925,193402.06464606576
98926,184963.2233468573
98927,204681.81766533898
98928,282773.08334330516
98929,251046.3641608
98930,101325.3258033912
98931,160797.59390597005
98932,322119.0169819937
98933,148194.3757583877
98934,152058.86665498267
98935,347812.1205850167
98936,228860.83766886237
98937,250948.07952958858
98938,351550.2595554985
98939,403596.88873745734
98940,198419.5960540127
98941,215087.39257901566
98942,206738.90485034342
98943,375339.5090628702
98944,227360.5416072845
98945,169052.95528822424
98946,212215.34706247208
98947,205200.73640020972
98948,171946.22962668608
98949,175593.7928099924
98950,210622.7262280248
98951,221584.14669664454
98952,184086.72465559724
98953,133987.90502389366
98954,214073.16233046207
98955,179983.4139422758
98956,192562.77729013498
98957,383632.1916313821
98958,180416.08517876492
98959,189631.16066432427
98960,171000.00375109038
98961,259627.30004607388
98962,201543.86802647248
98963,341644.5984722632
98964,335105.3350566607
98965,359834.92093294836
98966,195519.68030099146
98967,208179.11437554963
98968,306419.5099879392
98969,175759.98450887465
98970,217867.34410628042
98971,202016.24406102367
98972,168330.44453455316
98973,202536.1320924597
98974,340907.73797579994
98975,212018.4484567386
98976,236136.7818277576
98977,178254.40912424997
98978,187491.74665815505
98979,178859.18381861987
98980,221003.89960977098
98981,282456.0888841273
98982,356662.3650007659
98983,161635.52735403588
98984,203613.43465779285
98985,226462.34817307413
98986,347440.4499087306
98987,341012.27059702727
98988,157491.44891405047
98989,189400.08379861628
98990,212662.20859791042
98991,365336.60233444127
98992,366587.83657582616
98993,207755.7213753519
98994,371239.1752145304
98995,263154.0305856144
98996,364994.55711399857
98997,290233.38927191816
98998,317625.63227817713
98999,227260.56145705574
99000,177758.86435229972
99001,315479.5120072469
99002,169130.11942126058
99003,198877.13113760418
99004,155794.5010199928
99005,313465.2181897199
99006,201535.59599191824
99007,171853.7272987064
99008,154647.56127181713
99009,312481.460542098
99010,223499.54102381587
99011,200698.56952533312
99012,341569.4741881619
99013,195218.35910450813
99014,402994.28040593234
99015,215980.3551236355
99016,169856.74970750412
99017,174219.2254975718
99018,182032.29500443224
99019,341688.6051694202
99020,324265.5666494685
99021,169290.58222328458
99022,208514.6691099545
99023,226843.63556325453
99024,349551.8371570879
99025,292053.05049141624
99026,174290.64028249457
99027,194266.1353458616
99028,243313.04109095613
99029,193238.9460293837
99030,174161.58196644328
99031,197645.71282432473
99032,172780.58090147475
99033,188426.62139880794
99034,215270.77931710705
99035,363542.3777578733
99036,177217.15670912387
99037,340186.4884956599
99038,120081.24560493487
99039,231446.30340298283
99040,197985.96361542586
99041,217208.54173461173
99042,196537.70329422998
99043,213966.30101614998
99044,211963.31212014786
99045,316495.90299989795
99046,213322.45902173704
99047,174415.79024214775
99048,243622.5839591084
99049,149268.82747880375
99050,286912.61457612156
99051,358088.73862798535
99052,209865.55736213824
99053,242470.18643970165
99054,219144.81635427673
99055,269206.0212543113
99056,181000.3673976438
99057,157924.96797528595
99058,196823.9781292035
99059,221269.49857727328
99060,187494.65187716568
99061,323894.822140547
99062,222994.74348686635
99063,197765.3746737986
99064,347619.43597882916
99065,353773.2050259211
99066,217894.87261025485
99067,352849.15708565665
99068,182939.27929700084
99069,207017.28705442115
99070,345955.99305938865
99071,185700.48977955012
99072,302991.9745813227
99073,211930.180376624
99074,155085.8684079022
99075,204724.07225781033
99076,134606.24358709954
99077,181140.97834485595
99078,411986.4331047514
99079,175194.23397905641
99080,180434.12592109852
99081,166486.01826219726
99082,196006.2979231302
99083,221617.33792331215
99084,203417.9188682162
99085,210748.99933995976
99086,180406.11734205557
99087,328090.03546064586
99088,258896.62470207026
99089,306398.2378036996
99090,167265.0306438699
99091,160835.10069010552
99092,395814.2491334016
99093,203972.0094789567
99094,181805.75872587174
99095,208000.35603438242
99096,221791.48749376496
99097,333763.640966172
99098,180498.28958636645
99099,131615.02540507115
99100,246013.29437449132
99101,178045.2296723433
99102,192683.51141203172
99103,195661.18323177198
99104,186579.99273996326
99105,234337.21764711489
99106,325601.08728033747
99107,205420.20441404945
99108,186454.79142811272
99109,154563.5152010182
99110,112091.76787941688
99111,256516.98575163016
99112,183926.67924742517
99113,375260.29899098916
99114,205080.3846653332
99115,184213.41086203954
99116,345152.1093680393
99117,198984.1773503626
99118,353776.13602541696
99119,176792.56218394425
99120,170770.12381210373
99121,185026.34445799672
99122,362071.27969741164
99123,207104.5862634267
99124,394019.8209745355
99125,174117.25950964377
99126,266194.9503290969
99127,298080.3550571361
99128,172032.85324848557
99129,163648.58513598813
99130,237838.42921573092
99131,210879.98777966548
99132,304394.7103249123
99133,166148.3819847576
99134,214352.140593183
99135,333968.6585665466
99136,121630.85819516517
99137,161331.79170676193
99138,357586.0426374462
99139,227806.33783105316
99140,191010.18472587358
99141,161280.22743886497
99142,341902.4543240054
99143,215124.7116363811
99144,172514.97617522866
99145,187447.07927670213
99146,174384.2399616047
99147,189397.7501800388
99148,398741.5383453623
99149,178318.9041639408
99150,178269.90564384087
99151,167032.667695796
99152,229314.57112540686
